PubChem_CID,Compound Name,Severity Class,DILIConcern,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,NCTR,vNCTR,Greene,Sakatis,Xu,Zhu,INCHIKEY,SAMPLE_KEY
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25939-H01-1
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25939-H01-2
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25939-H01-3
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25939-H01-4
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25939-H01-5
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25939-H01-6
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25943-H01-1
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25943-H01-2
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25943-H01-3
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25943-H01-4
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25943-H01-5
2717,chlormezanone,8,Most-DILI-Concern,vMost-DILI-Concern,.,.,.,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2,2,-1,-1,-1,1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,25943-H01-6
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24319-O16-1
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24319-O16-2
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24319-O16-3
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24319-O16-4
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24319-O16-5
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24319-O16-6
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24320-O16-1
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24320-O16-2
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24320-O16-3
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24320-O16-4
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24320-O16-5
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24320-O16-6
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24321-O16-1
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24321-O16-2
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24321-O16-3
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24321-O16-4
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24321-O16-5
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24321-O16-6
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24357-O16-1
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24357-O16-2
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24357-O16-3
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24357-O16-4
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24357-O16-5
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,24357-O16-6
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25989-O16-1
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25989-O16-2
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25989-O16-3
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25989-O16-4
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25989-O16-5
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25989-O16-6
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25990-O16-1
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25990-O16-2
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25990-O16-3
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25990-O16-4
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25990-O16-5
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25990-O16-6
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25991-O16-1
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25991-O16-2
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25991-O16-3
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25991-O16-4
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25991-O16-5
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25991-O16-6
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25992-O16-1
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25992-O16-2
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25992-O16-3
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25992-O16-4
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25992-O16-5
4495,nimesulide,8,Most-DILI-Concern,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,2,2,2,1,1,1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,25992-O16-6
